Customer ID,Order ID,SKU ID,Purchase Date,Quantity,Selling Price,Discount,Coupon Used,Net Order Value,Payment Method
CUST0674,000013,P0440,2023-01-11,1,21.99,0,No,21.99,Debit Card
CUST0798,000014,P0275,2023-01-11,1,74.49,0,No,74.49,PayPal
CUST0798,000014,P0371,2023-01-11,1,174.95,0,No,174.95,PayPal
CUST0798,000014,P0391,2023-01-11,1,224.49,0,No,224.49,PayPal
CUST0798,000014,P0267,2023-01-11,1,121.62,0,No,121.62,PayPal
CUST0798,000014,P0210,2023-01-11,2,119.99,0,No,239.98,PayPal
CUST0640,000015,P0176,2023-01-12,1,29.9,0,No,29.9,PayPal
CUST0640,000015,P0041,2023-01-12,1,28.99,0,No,28.99,PayPal
CUST0811,000016,P0412,2023-01-12,1,220.9,20,Yes,176.72,Buy Now Pay Later
CUST0811,000016,P0402,2023-01-12,1,222.99,25,No,167.24,Buy Now Pay Later
CUST0811,000016,P0390,2023-01-12,1,346.99,40,No,208.19,Buy Now Pay Later
CUST0448,000017,P0362,2023-01-13,1,475.49,30,Yes,332.84,PayPal
CUST0448,000017,P0158,2023-01-13,1,107.77,10,Yes,96.99,PayPal
CUST0327,000018,P0365,2023-01-14,2,240.9,5,Yes,457.71,Buy Now Pay Later
CUST0327,000018,P0370,2023-01-14,1,394.9,30,Yes,276.43,Buy Now Pay Later
CUST0327,000018,P0395,2023-01-14,1,358.62,20,No,286.9,Buy Now Pay Later
CUST0327,000018,P0414,2023-01-14,1,152.9,20,No,122.32,Buy Now Pay Later
CUST0531,000019,P0362,2023-01-14,1,475.49,0,No,475.49,PayPal
CUST0531,000019,P0247,2023-01-14,1,128.99,20,Yes,103.19,PayPal
CUST0009,000020,P0463,2023-01-15,2,8.99,20,Yes,14.38,Buy Now Pay Later
CUST0009,000020,P0120,2023-01-15,1,99.14,0,No,99.14,Buy Now Pay Later
CUST0194,000021,P0309,2023-01-15,1,26.99,20,No,21.59,Credit Card
CUST0194,000021,P0350,2023-01-15,1,64.95,40,No,38.97,Credit Card
CUST0194,000021,P0496,2023-01-15,1,20.95,20,Yes,16.76,Credit Card
CUST0194,000021,P0346,2023-01-15,1,46.99,10,No,42.29,Credit Card
CUST0194,000021,P0342,2023-01-15,1,34.67,30,Yes,24.27,Credit Card
CUST0296,000022,P0233,2023-01-15,1,83.99,0,No,83.99,PayPal
CUST0305,000023,P0060,2023-01-15,1,23.99,20,No,19.19,Debit Card
CUST0305,000023,P0461,2023-01-15,3,28.95,30,Yes,60.79,Debit Card
CUST0305,000023,P0209,2023-01-15,1,83.99,10,Yes,75.59,Debit Card
CUST0319,000024,P0442,2023-01-15,1,31.92,10,No,28.73,Buy Now Pay Later
CUST0319,000024,P0404,2023-01-15,1,217.95,15,No,185.26,Buy Now Pay Later
CUST0319,000024,P0373,2023-01-15,1,152.49,20,Yes,121.99,Buy Now Pay Later
CUST0319,000024,P0460,2023-01-15,1,17.9,15,Yes,15.21,Buy Now Pay Later
CUST0319,000024,P0446,2023-01-15,1,62.81,50,Yes,31.41,Buy Now Pay Later
CUST0194,000025,P0350,2023-01-16,2,64.95,40,No,77.94,PayPal
CUST0762,000026,P0495,2023-01-16,1,30.99,25,Yes,23.24,Credit Card
CUST0762,000026,P0245,2023-01-16,5,68.9,40,Yes,206.7,Credit Card
CUST0860,000027,P0403,2023-01-16,2,255.41,20,No,408.66,Buy Now Pay Later
CUST0860,000027,P0380,2023-01-16,1,205.99,20,No,164.79,Buy Now Pay Later
CUST0860,000027,P0226,2023-01-16,1,114.95,5,No,109.2,Buy Now Pay Later
CUST0860,000027,P0459,2023-01-16,2,100.49,0,No,200.98,Buy Now Pay Later
CUST0860,000027,P0395,2023-01-16,1,345.99,20,No,276.79,Buy Now Pay Later
CUST0860,000027,P0223,2023-01-16,1,261.49,0,No,261.49,Buy Now Pay Later
CUST0935,000028,P0071,2023-01-16,1,72.82,0,No,72.82,Debit Card
CUST0935,000028,P0070,2023-01-16,3,97.99,40,Yes,176.38,Debit Card
CUST0279,000029,P0325,2023-01-17,1,40.99,0,No,40.99,PayPal
CUST0279,000029,P0396,2023-01-17,1,320.99,50,No,160.5,PayPal
CUST0305,000030,P0083,2023-01-17,2,41.49,30,Yes,58.09,Buy Now Pay Later
CUST0305,000030,P0482,2023-01-17,1,42.72,30,Yes,29.9,Buy Now Pay Later
CUST0305,000030,P0304,2023-01-17,1,37.99,25,Yes,28.49,Buy Now Pay Later
CUST0442,000031,P0347,2023-01-17,1,54.99,0,No,54.99,PayPal
CUST0622,000032,P0283,2023-01-17,2,99.99,0,No,199.98,PayPal
CUST0622,000032,P0298,2023-01-17,1,51.49,15,No,43.77,PayPal
CUST0622,000032,P0351,2023-01-17,1,53.95,40,No,32.37,PayPal
CUST0622,000032,P0158,2023-01-17,2,109.99,40,Yes,131.99,PayPal
CUST0622,000032,P0254,2023-01-17,1,224.99,0,No,224.99,PayPal
CUST0622,000032,P0209,2023-01-17,1,86.92,30,No,60.84,PayPal
CUST0848,000033,P0267,2023-01-18,1,123.99,20,No,99.19,Debit Card
CUST0860,000034,P0463,2023-01-20,2,8.8,0,No,17.6,Debit Card
CUST0860,000034,P0208,2023-01-20,1,75.95,0,No,75.95,Debit Card
CUST0860,000034,P0280,2023-01-20,1,84.99,0,No,84.99,Debit Card
CUST0860,000034,P0202,2023-01-20,1,125.9,0,No,125.9,Debit Card
CUST0442,000035,P0303,2023-01-21,1,55.9,0,No,55.9,Debit Card
CUST0442,000035,P0355,2023-01-21,1,36.09,0,No,36.09,Debit Card
CUST0442,000035,P0351,2023-01-21,2,55.68,0,No,111.36,Debit Card
CUST0881,000036,P0153,2023-01-21,1,68.45,0,No,68.45,Credit Card
CUST0931,000037,P0316,2023-01-21,1,36.49,0,No,36.49,PayPal
CUST0931,000037,P0308,2023-01-21,2,25.41,0,No,50.82,PayPal
CUST0052,000038,P0308,2023-01-22,1,25.49,15,Yes,21.67,Credit Card
CUST0052,000038,P0419,2023-01-22,1,296.49,30,Yes,207.54,Credit Card
CUST0052,000038,P0320,2023-01-22,1,29.49,0,No,29.49,Credit Card
CUST0260,000039,P0315,2023-01-22,2,38.99,0,No,77.98,Credit Card
CUST0260,000039,P0421,2023-01-22,1,13.99,0,No,13.99,Credit Card
CUST0260,000039,P0411,2023-01-22,1,196.49,10,Yes,176.84,Credit Card
CUST0385,000040,P0373,2023-01-22,1,152.49,5,Yes,144.87,PayPal
CUST0385,000040,P0362,2023-01-22,1,475.49,0,No,475.49,PayPal
CUST0385,000040,P0371,2023-01-22,1,174.95,20,No,139.96,PayPal
CUST0543,000041,P0042,2023-01-22,2,52.43,0,No,104.86,PayPal
CUST0543,000041,P0145,2023-01-22,1,70.95,0,No,70.95,PayPal
CUST0558,000042,P0069,2023-01-22,1,66.45,0,No,66.45,PayPal
CUST0558,000042,P0197,2023-01-22,1,95.51,0,No,95.51,PayPal
CUST0935,000043,P0002,2023-01-22,1,43.95,0,No,43.95,Debit Card
CUST0935,000043,P0145,2023-01-22,1,70.95,15,No,60.31,Debit Card
CUST0935,000043,P0112,2023-01-22,2,66.99,10,No,120.58,Debit Card
CUST0063,000044,P0135,2023-01-26,1,80.95,25,No,60.71,PayPal
CUST0063,000044,P0390,2023-01-26,1,338.17,25,No,253.63,PayPal
CUST0063,000044,P0122,2023-01-26,1,17.99,0,No,17.99,PayPal
CUST0927,000045,P0422,2023-01-26,1,32.68,20,Yes,26.14,PayPal
CUST0927,000045,P0447,2023-01-26,3,45.26,10,No,122.2,PayPal
CUST0927,000045,P0074,2023-01-26,3,144.08,0,No,432.24,PayPal
CUST0927,000045,P0498,2023-01-26,3,44.99,20,Yes,107.98,PayPal
CUST0296,000046,P0135,2023-01-27,1,80.95,0,No,80.95,PayPal
CUST0346,000047,P0253,2023-01-27,1,134.67,20,Yes,107.74,PayPal
CUST0346,000047,P0422,2023-01-27,1,31.99,10,No,28.79,PayPal
CUST0346,000047,P0241,2023-01-27,2,90.34,30,No,126.48,PayPal
CUST0385,000048,P0383,2023-01-27,1,103.9,50,Yes,51.95,Credit Card
CUST0385,000048,P0135,2023-01-27,2,80.95,0,No,161.9,Credit Card
CUST0385,000048,P0397,2023-01-27,1,139.99,5,Yes,132.99,Credit Card
CUST0385,000048,P0369,2023-01-27,1,322.99,20,Yes,258.39,Credit Card
CUST0385,000048,P0405,2023-01-27,2,198.99,20,No,318.38,Credit Card
CUST0385,000048,P0451,2023-01-27,1,120.9,20,Yes,96.72,Credit Card
CUST0558,000049,P0217,2023-01-27,1,189.38,0,No,189.38,Credit Card
CUST0094,000050,P0457,2023-01-28,1,114.49,0,No,114.49,Credit Card
CUST0094,000050,P0441,2023-01-28,2,16.99,0,No,33.98,Credit Card
CUST0860,000051,P0350,2023-01-28,1,64.95,5,Yes,61.7,Debit Card
CUST0860,000051,P0266,2023-01-28,2,166.13,0,No,332.26,Debit Card
CUST0860,000051,P0068,2023-01-28,2,27.49,0,No,54.98,Debit Card
CUST0280,000052,P0396,2023-01-29,1,320.99,0,No,320.99,Debit Card
CUST0280,000052,P0416,2023-01-29,2,163.83,15,No,278.51,Debit Card
CUST0293,000053,P0496,2023-01-29,2,21.63,0,No,43.26,Buy Now Pay Later
CUST0009,000054,P0443,2023-01-31,1,20.9,0,No,20.9,Debit Card
CUST0319,000055,P0440,2023-02-01,1,21.99,5,No,20.89,PayPal
CUST0319,000055,P0362,2023-02-01,1,485.91,5,Yes,461.61,PayPal
CUST0562,000056,P0138,2023-02-01,2,70.49,0,No,140.98,Credit Card
CUST0562,000056,P0464,2023-02-01,2,12.99,0,No,25.98,Credit Card
CUST0562,000056,P0438,2023-02-01,1,114.99,20,No,91.99,Credit Card
CUST0562,000056,P0166,2023-02-01,1,104.07,15,Yes,88.46,Credit Card
CUST0562,000056,P0186,2023-02-01,3,103.87,0,No,311.61,Credit Card
CUST0562,000056,P0436,2023-02-01,1,88.74,0,No,88.74,Credit Card
CUST0826,000057,P0058,2023-02-01,3,70.99,20,Yes,170.38,PayPal
CUST0826,000057,P0089,2023-02-01,3,69.99,5,No,199.47,PayPal
CUST0826,000057,P0410,2023-02-01,2,363.99,0,No,727.98,PayPal
CUST0826,000057,P0330,2023-02-01,4,26.49,0,No,105.96,PayPal
CUST0924,000058,P0395,2023-02-02,1,345.99,15,Yes,294.09,Debit Card
CUST0924,000058,P0364,2023-02-02,1,141.12,5,Yes,134.06,Debit Card
CUST0059,000059,P0237,2023-02-05,1,116.49,0,No,116.49,Buy Now Pay Later
CUST0059,000059,P0483,2023-02-05,1,52.64,0,No,52.64,Buy Now Pay Later
CUST0059,000059,P0144,2023-02-05,1,90.95,0,No,90.95,Buy Now Pay Later
CUST0238,000060,P0385,2023-02-07,1,117.95,30,No,82.56,Debit Card
CUST0238,000060,P0422,2023-02-07,1,31.99,40,Yes,19.19,Debit Card
CUST0305,000061,P0280,2023-02-08,2,84.99,15,Yes,144.48,Credit Card
CUST0305,000061,P0176,2023-02-08,1,29.95,0,No,29.95,Credit Card
CUST0123,000062,P0128,2023-02-12,1,136.99,0,No,136.99,Buy Now Pay Later
CUST0123,000062,P0437,2023-02-12,1,64.35,10,Yes,57.91,Buy Now Pay Later
CUST0123,000062,P0380,2023-02-12,1,205.99,15,No,175.09,Buy Now Pay Later
CUST0123,000062,P0038,2023-02-12,1,88.49,0,No,88.49,Buy Now Pay Later
CUST0123,000062,P0388,2023-02-12,2,194.93,0,No,389.86,Buy Now Pay Later
CUST0674,000063,P0277,2023-02-12,1,140.77,10,No,126.69,Debit Card
CUST0624,000064,P0467,2023-02-13,2,34.15,20,Yes,54.64,PayPal
CUST0624,000064,P0450,2023-02-13,1,42.49,25,Yes,31.87,PayPal
CUST0624,000064,P0421,2023-02-13,4,13.99,15,No,47.57,PayPal
CUST0674,000065,P0326,2023-02-14,1,48.9,0,No,48.9,Buy Now Pay Later
CUST0674,000065,P0456,2023-02-14,3,45.49,0,No,136.47,Buy Now Pay Later
CUST0674,000065,P0380,2023-02-14,1,205.99,0,No,205.99,Buy Now Pay Later
CUST0674,000065,P0157,2023-02-14,1,33.34,0,No,33.34,Buy Now Pay Later
CUST0949,000066,P0192,2023-02-15,1,206.71,0,No,206.71,Credit Card
CUST0949,000066,P0074,2023-02-15,1,144.99,0,No,144.99,Credit Card
CUST0949,000066,P0016,2023-02-15,1,123.49,0,No,123.49,Credit Card
CUST0927,000067,P0236,2023-02-17,1,48.9,10,No,44.01,Credit Card
CUST0927,000067,P0431,2023-02-17,2,51.49,0,No,102.98,Credit Card
CUST0927,000067,P0218,2023-02-17,1,45.99,40,Yes,27.59,Credit Card
CUST0927,000067,P0456,2023-02-17,2,45.49,25,No,68.23,Credit Card
CUST0962,000068,P0255,2023-02-18,1,40.09,10,Yes,36.08,Buy Now Pay Later
CUST0962,000068,P0332,2023-02-18,1,25.99,0,No,25.99,Buy Now Pay Later
CUST0962,000068,P0350,2023-02-18,2,65.78,0,No,131.56,Buy Now Pay Later
CUST0962,000068,P0335,2023-02-18,1,28.99,0,No,28.99,Buy Now Pay Later
CUST0652,000069,P0326,2023-02-19,1,48.9,0,No,48.9,Credit Card
CUST0652,000069,P0347,2023-02-19,1,55.23,10,No,49.71,Credit Card
CUST0319,000070,P0416,2023-02-20,1,169.66,15,Yes,144.21,PayPal
CUST0319,000070,P0158,2023-02-20,1,111.99,0,No,111.99,PayPal
CUST0597,000071,P0346,2023-02-21,1,46.99,15,No,39.94,PayPal
CUST0597,000071,P0373,2023-02-21,1,156.82,0,No,156.82,PayPal
CUST0597,000071,P0326,2023-02-21,1,49.37,0,No,49.37,PayPal
CUST0062,000072,P0186,2023-02-22,1,104.99,20,No,83.99,PayPal
CUST0062,000072,P0302,2023-02-22,1,55.95,0,No,55.95,PayPal
CUST0062,000072,P0321,2023-02-22,1,30.9,0,No,30.9,PayPal
CUST0114,000073,P0114,2023-02-22,1,82.99,10,No,74.69,PayPal
CUST0114,000073,P0096,2023-02-22,1,34.98,25,No,26.23,PayPal
CUST0114,000073,P0380,2023-02-22,1,205.99,0,No,205.99,PayPal
CUST0053,000074,P0245,2023-02-24,1,68.9,0,No,68.9,PayPal
CUST0053,000074,P0470,2023-02-24,3,30.9,0,No,92.7,PayPal
CUST0053,000074,P0451,2023-02-24,1,120.9,5,No,114.86,PayPal
CUST0246,000075,P0371,2023-02-24,1,174.95,30,No,122.46,Debit Card
CUST0246,000075,P0158,2023-02-24,1,109.99,40,No,65.99,Debit Card
CUST0246,000075,P0004,2023-02-24,1,71.99,25,No,53.99,Debit Card
CUST0901,000076,P0421,2023-02-24,1,13.95,0,No,13.95,Debit Card
CUST0901,000076,P0192,2023-02-24,1,204.49,0,No,204.49,Debit Card
CUST0811,000077,P0364,2023-02-25,1,136.95,20,No,109.56,Credit Card
CUST0811,000077,P0411,2023-02-25,1,194.64,10,No,175.18,Credit Card
CUST0442,000078,P0275,2023-02-27,1,74.49,0,No,74.49,PayPal
CUST0696,000079,P0047,2023-02-28,3,75.99,0,No,227.97,PayPal
CUST0696,000079,P0158,2023-02-28,1,109.6,0,No,109.6,PayPal
CUST0696,000079,P0326,2023-02-28,1,48.9,0,No,48.9,PayPal
CUST0901,000080,P0069,2023-02-28,1,64.99,0,No,64.99,Credit Card
CUST0901,000080,P0315,2023-02-28,1,38.87,0,No,38.87,Credit Card
CUST0280,000081,P0396,2023-03-02,1,320.99,0,No,320.99,Credit Card
CUST0280,000081,P0422,2023-03-02,2,31.82,0,No,63.64,Credit Card
CUST0280,000081,P0382,2023-03-02,1,158.99,15,No,135.14,Credit Card
CUST0523,000082,P0041,2023-03-03,1,28.99,40,Yes,17.39,Debit Card
CUST0523,000082,P0202,2023-03-03,1,125.9,0,No,125.9,Debit Card
CUST0523,000082,P0051,2023-03-03,1,76.9,0,No,76.9,Debit Card
CUST0523,000082,P0153,2023-03-03,1,70.49,0,No,70.49,Debit Card
CUST0523,000082,P0346,2023-03-03,1,46.99,0,No,46.99,Debit Card
CUST0523,000082,P0082,2023-03-03,1,43.94,5,No,41.74,Debit Card
CUST0757,000083,P0476,2023-03-03,1,67.5,15,No,57.38,PayPal
CUST0757,000083,P0226,2023-03-03,5,114.95,0,No,574.75,PayPal
CUST0757,000083,P0469,2023-03-03,1,31.22,25,No,23.41,PayPal
CUST0597,000084,P0374,2023-03-04,1,322.99,0,No,322.99,PayPal
CUST0597,000084,P0416,2023-03-04,1,168.85,5,No,160.41,PayPal
CUST0597,000084,P0336,2023-03-04,1,59.99,0,No,59.99,PayPal
CUST0676,000085,P0362,2023-03-04,1,488.43,15,No,415.17,Debit Card
CUST0676,000085,P0259,2023-03-04,1,80.9,0,No,80.9,Debit Card
CUST0762,000086,P0221,2023-03-04,2,147.49,30,No,206.49,Buy Now Pay Later
CUST0762,000086,P0467,2023-03-04,1,33.95,5,No,32.25,Buy Now Pay Later
CUST0650,000087,P0474,2023-03-05,1,54.49,0,No,54.49,Debit Card
CUST0650,000087,P0139,2023-03-05,1,29.75,30,Yes,20.82,Debit Card
CUST0246,000088,P0122,2023-03-06,3,17.99,10,Yes,48.57,Debit Card
CUST0246,000088,P0123,2023-03-06,1,94.99,5,Yes,90.24,Debit Card
CUST0246,000088,P0186,2023-03-06,1,104.99,15,No,89.24,Debit Card
CUST0246,000088,P0181,2023-03-06,1,25.49,10,Yes,22.94,Debit Card
CUST0680,000089,P0346,2023-03-07,1,46.99,30,Yes,32.89,Buy Now Pay Later
CUST0680,000089,P0350,2023-03-07,1,64.95,10,No,58.46,Buy Now Pay Later
CUST0680,000089,P0154,2023-03-07,1,56.95,20,Yes,45.56,Buy Now Pay Later
CUST0680,000089,P0112,2023-03-07,1,66.99,0,No,66.99,Buy Now Pay Later
CUST0732,000090,P0158,2023-03-07,1,109.99,0,No,109.99,PayPal
CUST0732,000090,P0128,2023-03-07,3,137.68,0,No,413.04,PayPal
CUST0732,000090,P0192,2023-03-07,2,204.49,0,No,408.98,PayPal
CUST0732,000090,P0036,2023-03-07,1,59.95,0,No,59.95,PayPal
CUST0773,000091,P0485,2023-03-07,3,38.49,30,Yes,80.83,Buy Now Pay Later
CUST0773,000091,P0108,2023-03-07,2,67.95,20,No,108.72,Buy Now Pay Later
CUST0030,000092,P0330,2023-03-08,4,26.49,0,No,105.96,Debit Card
CUST0134,000093,P0002,2023-03-08,1,43.95,0,No,43.95,Debit Card
CUST0547,000094,P0404,2023-03-08,1,213.57,0,No,213.57,Debit Card
CUST0547,000094,P0361,2023-03-08,1,369.49,15,No,314.07,Debit Card
CUST0547,000094,P0359,2023-03-08,1,36.82,0,No,36.82,Debit Card
CUST0547,000094,P0394,2023-03-08,1,200.95,0,No,200.95,Debit Card
CUST0305,000095,P0280,2023-03-09,2,85.81,40,Yes,102.97,PayPal
CUST0305,000095,P0275,2023-03-09,1,74.49,40,No,44.69,PayPal
CUST0305,000095,P0378,2023-03-09,1,189.2,20,Yes,151.36,PayPal
CUST0305,000095,P0158,2023-03-09,1,108.78,0,No,108.78,PayPal
CUST0385,000096,P0042,2023-03-09,1,53.95,10,Yes,48.56,Debit Card
CUST0385,000096,P0380,2023-03-09,1,210.58,10,Yes,189.52,Debit Card
CUST0385,000096,P0474,2023-03-09,1,54.91,0,No,54.91,Debit Card
CUST0674,000097,P0227,2023-03-09,2,154.99,0,No,309.98,Buy Now Pay Later
CUST0674,000097,P0119,2023-03-09,2,122.9,0,No,245.8,Buy Now Pay Later
CUST0674,000097,P0357,2023-03-09,1,30.96,0,No,30.96,Buy Now Pay Later
CUST0674,000097,P0405,2023-03-09,1,204.12,0,No,204.12,Buy Now Pay Later
CUST0296,000098,P0247,2023-03-10,1,128.99,0,No,128.99,PayPal
CUST0296,000098,P0262,2023-03-10,1,108.54,0,No,108.54,PayPal
CUST0523,000099,P0346,2023-03-10,1,46.99,0,No,46.99,Credit Card
CUST0523,000099,P0041,2023-03-10,1,28.99,0,No,28.99,Credit Card
CUST0523,000099,P0374,2023-03-10,1,322.99,10,No,290.69,Credit Card
CUST0523,000099,P0124,2023-03-10,4,18.9,0,No,75.6,Credit Card
CUST0879,000100,P0275,2023-03-10,2,74.49,20,Yes,119.18,Buy Now Pay Later
CUST0879,000100,P0262,2023-03-10,1,107.12,25,Yes,80.34,Buy Now Pay Later
CUST0879,000100,P0314,2023-03-10,1,42.99,10,Yes,38.69,Buy Now Pay Later
CUST0879,000100,P0265,2023-03-10,1,73.99,10,No,66.59,Buy Now Pay Later
CUST0879,000100,P0030,2023-03-10,1,97.9,0,No,97.9,Buy Now Pay Later
CUST0879,000100,P0329,2023-03-10,1,22.9,30,No,16.03,Buy Now Pay Later
CUST0304,000101,P0279,2023-03-11,1,82.95,10,No,74.66,Debit Card
CUST0304,000101,P0112,2023-03-11,1,67.86,0,No,67.86,Debit Card
CUST0296,000102,P0288,2023-03-12,4,89.99,0,No,359.96,Buy Now Pay Later
CUST0927,000103,P0460,2023-03-12,2,17.9,20,Yes,28.64,PayPal
CUST0927,000103,P0441,2023-03-12,2,16.65,20,No,26.64,PayPal
CUST0927,000103,P0431,2023-03-12,2,52.64,5,Yes,100.02,PayPal
CUST0477,000104,P0307,2023-03-14,1,24.49,0,No,24.49,Buy Now Pay Later
CUST0477,000104,P0358,2023-03-14,1,44.95,0,No,44.95,Buy Now Pay Later
CUST0477,000104,P0326,2023-03-14,3,49.69,0,No,149.07,Buy Now Pay Later
CUST0477,000104,P0351,2023-03-14,1,53.95,0,No,53.95,Buy Now Pay Later
CUST0518,000105,P0247,2023-03-14,1,128.99,0,No,128.99,Debit Card
CUST0925,000106,P0241,2023-03-14,1,87.9,10,No,79.11,PayPal
CUST0925,000106,P0138,2023-03-14,1,71.81,0,No,71.81,PayPal
CUST0925,000106,P0431,2023-03-14,1,51.49,0,No,51.49,PayPal
CUST0925,000106,P0484,2023-03-14,1,18.99,0,No,18.99,PayPal
CUST0884,000107,P0488,2023-03-15,1,71.94,0,No,71.94,Credit Card
CUST0523,000108,P0423,2023-03-16,1,16.99,0,No,16.99,PayPal
CUST0523,000108,P0211,2023-03-16,1,245.49,0,No,245.49,PayPal
CUST0523,000108,P0162,2023-03-16,2,72.99,0,No,145.98,PayPal
CUST0955,000109,P0340,2023-03-16,1,63.4,0,No,63.4,Credit Card
CUST0955,000109,P0362,2023-03-16,1,475.49,0,No,475.49,Credit Card
CUST0955,000109,P0386,2023-03-16,1,304.09,10,Yes,273.68,Credit Card
CUST0280,000110,P0416,2023-03-18,1,171.32,0,No,171.32,Debit Card
CUST0385,000111,P0410,2023-03-18,1,363.99,0,No,363.99,Debit Card
CUST0385,000111,P0326,2023-03-18,1,48.9,15,No,41.56,Debit Card
CUST0560,000112,P0288,2023-03-19,1,90.13,0,No,90.13,Buy Now Pay Later
CUST0560,000112,P0377,2023-03-19,1,219.9,0,No,219.9,Buy Now Pay Later
CUST0560,000112,P0241,2023-03-19,1,87.9,0,No,87.9,Buy Now Pay Later
CUST0560,000112,P0351,2023-03-19,1,55.46,10,No,49.91,Buy Now Pay Later
CUST0560,000112,P0275,2023-03-19,5,74.49,5,Yes,353.83,Buy Now Pay Later
CUST0920,000113,P0334,2023-03-19,1,53.49,0,No,53.49,Credit Card
CUST0920,000113,P0268,2023-03-19,1,89.99,10,No,80.99,Credit Card
CUST0920,000113,P0247,2023-03-19,1,128.99,0,No,128.99,Credit Card
CUST0920,000113,P0451,2023-03-19,1,120.9,0,No,120.9,Credit Card
CUST0319,000114,P0498,2023-03-20,1,44.99,15,No,38.24,Buy Now Pay Later
CUST0319,000114,P0441,2023-03-20,3,17.63,20,Yes,42.31,Buy Now Pay Later
CUST0319,000114,P0422,2023-03-20,2,31.99,15,No,54.38,Buy Now Pay Later
CUST0319,000114,P0456,2023-03-20,1,45.49,10,Yes,40.94,Buy Now Pay Later
CUST0427,000115,P0119,2023-03-20,1,122.41,0,No,122.41,Credit Card
CUST0674,000116,P0158,2023-03-21,2,113.38,0,No,226.76,Credit Card
CUST0674,000116,P0470,2023-03-21,2,30.42,0,No,60.84,Credit Card
CUST0674,000116,P0056,2023-03-21,3,85.99,0,No,257.97,Credit Card
CUST0674,000116,P0393,2023-03-21,1,202.9,10,No,182.61,Credit Card
CUST0798,000117,P0381,2023-03-21,1,169.49,20,No,135.59,PayPal
CUST0798,000117,P0229,2023-03-21,1,95.35,0,No,95.35,PayPal
CUST0798,000117,P0047,2023-03-21,1,78.15,0,No,78.15,PayPal
CUST0798,000117,P0380,2023-03-21,1,212.87,0,No,212.87,PayPal
CUST0798,000117,P0370,2023-03-21,1,394.9,0,No,394.9,PayPal
CUST0560,000118,P0475,2023-03-23,1,144.49,0,No,144.49,Credit Card
CUST0560,000118,P0210,2023-03-23,1,124.07,0,No,124.07,Credit Card
CUST0560,000118,P0268,2023-03-23,1,92.16,0,No,92.16,Credit Card
CUST0305,000119,P0243,2023-03-24,1,39.32,0,No,39.32,Debit Card
CUST0305,000119,P0450,2023-03-24,1,42.49,0,No,42.49,Debit Card
CUST0305,000119,P0230,2023-03-24,1,56.99,20,Yes,45.59,Debit Card
CUST0912,000120,P0158,2023-03-24,1,109.99,15,No,93.49,Credit Card
