Customer ID,Order ID,SKU ID,Return Date,Return Quantity
CUST0046,000480,P0357,2023-08-16,1
CUST0215,000472,P0347,2023-08-17,3
CUST0486,000465,P0259,2023-08-18,1
CUST0386,000482,P0336,2023-08-18,2
CUST0425,000458,P0067,2023-08-20,1
CUST0047,000462,P0346,2023-08-20,1
CUST0927,000484,P0336,2023-08-20,1
CUST0304,000486,P0395,2023-08-20,1
CUST0360,000492,P0264,2023-08-20,2
CUST0845,000490,P0260,2023-08-21,1
CUST0355,000448,P0131,2023-08-22,2
CUST0845,000490,P0251,2023-08-22,1
CUST0762,000442,P0013,2023-08-23,1
CUST0026,000477,P0234,2023-08-23,1
CUST0696,000479,P0309,2023-08-23,1
CUST0360,000492,P0156,2023-08-23,1
CUST0541,000493,P0332,2023-08-24,2
CUST0850,000497,P0470,2023-08-24,1
CUST0047,000462,P0483,2023-08-25,1
CUST0123,000496,P0029,2023-08-27,1
CUST0892,000511,P0211,2023-08-28,1
CUST0215,000472,P0016,2023-08-30,1
CUST0026,000477,P0202,2023-08-30,1
CUST0365,000481,P0159,2023-08-31,1
CUST0448,000502,P0166,2023-08-31,1
CUST0060,000510,P0158,2023-08-31,1
CUST0053,000517,P0014,2023-08-31,1
CUST0220,000447,P0329,2023-09-01,1
CUST0046,000483,P0038,2023-09-01,1
CUST0009,000506,P0030,2023-09-01,1
CUST0053,000517,P0243,2023-09-01,1
CUST0703,000509,P0328,2023-09-02,1
CUST0215,000472,P0072,2023-09-03,1
CUST0189,000495,P0265,2023-09-03,1
CUST0670,000528,P0346,2023-09-03,1
CUST0009,000506,P0034,2023-09-04,1
CUST0558,000520,P0483,2023-09-04,1
CUST0845,000525,P0081,2023-09-04,1
CUST0215,000472,P0160,2023-09-05,1
CUST0046,000483,P0355,2023-09-05,1
CUST0670,000528,P0389,2023-09-05,1
CUST0959,000516,P0262,2023-09-06,1
CUST0829,000470,P0308,2023-09-07,1
CUST0026,000477,P0315,2023-09-07,1
CUST0128,000522,P0395,2023-09-07,1
CUST0703,000524,P0325,2023-09-07,1
CUST0860,000530,P0265,2023-09-07,1
CUST0215,000472,P0313,2023-09-08,1
CUST0026,000477,P0212,2023-09-08,1
CUST0901,000531,P0346,2023-09-08,1
CUST0215,000472,P0114,2023-09-09,1
CUST0645,000504,P0326,2023-09-09,1
CUST0982,000543,P0280,2023-09-09,1
CUST0606,000551,P0303,2023-09-09,1
CUST0670,000528,P0411,2023-09-10,1
CUST0049,000533,P0233,2023-09-10,1
CUST0220,000544,P0310,2023-09-10,1
CUST0590,000489,P0103,2023-09-11,1
CUST0703,000509,P0227,2023-09-11,1
CUST0157,000512,P0346,2023-09-11,1
CUST0850,000538,P0328,2023-09-11,1
CUST0049,000533,P0178,2023-09-12,1
CUST0959,000516,P0266,2023-09-13,1
CUST0123,000546,P0028,2023-09-13,1
CUST0360,000559,P0231,2023-09-13,1
CUST0735,000542,P0191,2023-09-14,1
CUST0892,000557,P0277,2023-09-14,1
CUST0189,000495,P0340,2023-09-15,1
CUST0189,000495,P0258,2023-09-15,2
CUST0364,000555,P0200,2023-09-15,1
CUST0558,000569,P0021,2023-09-15,1
CUST0703,000570,P0383,2023-09-15,1
CUST0670,000528,P0199,2023-09-16,1
CUST0189,000534,P0228,2023-09-16,1
CUST0645,000556,P0443,2023-09-16,1
CUST0651,000565,P0117,2023-09-16,1
CUST0703,000524,P0030,2023-09-17,1
CUST0703,000524,P0355,2023-09-17,4
CUST0318,000548,P0198,2023-09-17,1
CUST0703,000570,P0262,2023-09-17,1
CUST0480,000518,P0347,2023-09-18,1
CUST0850,000538,P0438,2023-09-18,1
CUST0949,000560,P0120,2023-09-18,1
CUST0386,000563,P0156,2023-09-19,1
CUST0063,000550,P0269,2023-09-20,1
CUST0128,000567,P0346,2023-09-20,1
CUST0558,000569,P0276,2023-09-20,4
CUST0703,000579,P0065,2023-09-20,1
CUST0864,000566,P0411,2023-09-21,1
CUST0318,000572,P0176,2023-09-21,1
CUST0676,000549,P0185,2023-09-22,1
CUST0703,000570,P0325,2023-09-23,1
CUST0318,000572,P0233,2023-09-23,1
CUST0735,000542,P0222,2023-09-24,1
CUST0860,000581,P0277,2023-09-24,1
CUST0845,000525,P0044,2023-09-25,1
CUST0075,000580,P0353,2023-09-25,1
CUST0979,000585,P0238,2023-09-25,1
CUST0318,000572,P0247,2023-09-26,1
CUST0306,000605,P0099,2023-09-26,1
CUST0860,000530,P0254,2023-09-27,1
CUST0558,000598,P0116,2023-09-27,1
CUST0670,000528,P0345,2023-09-28,1
CUST0364,000555,P0157,2023-09-29,1
CUST0845,000571,P0028,2023-09-30,1
CUST0674,000607,P0103,2023-09-30,1
CUST0811,000614,P0415,2023-09-30,1
CUST0703,000570,P0045,2023-10-01,1
CUST0703,000579,P0029,2023-10-01,1
CUST0518,000537,P0259,2023-10-02,4
CUST0220,000544,P0373,2023-10-02,1
CUST0066,000609,P0383,2023-10-02,1
CUST0606,000551,P0266,2023-10-03,1
CUST0949,000560,P0197,2023-10-03,1
CUST0696,000599,P0158,2023-10-04,1
CUST0558,000623,P0094,2023-10-04,1
CUST0703,000570,P0247,2023-10-05,1
CUST0892,000557,P0149,2023-10-07,1
CUST0462,000593,P0118,2023-10-08,2
CUST0200,000617,P0230,2023-10-08,4
CUST0327,000633,P0226,2023-10-09,1
CUST0558,000598,P0112,2023-10-10,1
CUST0729,000600,P0474,2023-10-10,1
CUST0066,000609,P0380,2023-10-10,1
CUST0327,000633,P0372,2023-10-11,1
CUST0558,000569,P0079,2023-10-12,1
CUST0306,000605,P0020,2023-10-12,1
CUST0026,000611,P0223,2023-10-12,1
CUST0200,000617,P0365,2023-10-12,1
CUST0389,000634,P0210,2023-10-12,1
CUST0486,000635,P0109,2023-10-12,1
CUST0486,000635,P0251,2023-10-12,1
CUST0710,000642,P0208,2023-10-12,1
CUST0829,000631,P0031,2023-10-13,1
CUST0879,000615,P0236,2023-10-14,1
CUST0059,000616,P0236,2023-10-14,1
CUST0327,000633,P0368,2023-10-14,1
CUST0422,000645,P0403,2023-10-14,1
CUST0558,000623,P0124,2023-10-16,1
CUST0035,000625,P0149,2023-10-17,2
CUST0729,000644,P0325,2023-10-19,3
CUST0710,000654,P0197,2023-10-19,1
CUST0637,000602,P0397,2023-10-20,1
CUST0903,000608,P0451,2023-10-20,1
CUST0696,000661,P0269,2023-10-20,1
CUST0066,000609,P0370,2023-10-21,1
CUST0710,000654,P0266,2023-10-22,1
CUST0165,000670,P0385,2023-10-24,1
CUST0970,000657,P0411,2023-10-25,1
CUST0706,000669,P0330,2023-10-25,1
CUST0165,000670,P0046,2023-10-25,1
CUST0710,000642,P0245,2023-10-27,1
CUST0710,000642,P0231,2023-10-28,1
CUST0710,000642,P0068,2023-10-28,1
CUST0637,000665,P0397,2023-10-28,1
CUST0762,000649,P0254,2023-10-29,1
CUST0970,000657,P0041,2023-10-29,1
CUST0066,000683,P0360,2023-10-30,1
CUST0696,000668,P0405,2023-10-31,1
CUST0773,000689,P0008,2023-10-31,1
CUST0670,000685,P0366,2023-11-01,1
CUST0706,000669,P0059,2023-11-02,1
CUST0066,000683,P0394,2023-11-03,1
CUST0706,000656,P0015,2023-11-04,1
CUST0670,000685,P0376,2023-11-04,2
CUST0066,000683,P0391,2023-11-05,1
CUST0670,000685,P0364,2023-11-05,1
CUST0706,000669,P0153,2023-11-06,1
CUST0670,000685,P0346,2023-11-06,1
CUST0906,000691,P0182,2023-11-06,1
CUST0906,000691,P0204,2023-11-06,1
CUST0901,000704,P0331,2023-11-07,4
CUST0706,000669,P0070,2023-11-08,1
CUST0879,000708,P0148,2023-11-08,1
CUST0706,000669,P0071,2023-11-09,1
CUST0128,000702,P0147,2023-11-09,1
CUST0066,000683,P0383,2023-11-10,1
CUST0703,000686,P0326,2023-11-10,1
CUST0201,000712,P0247,2023-11-10,1
CUST0670,000685,P0403,2023-11-11,1
CUST0059,000710,P0198,2023-11-11,1
CUST0903,000674,P0206,2023-11-12,1
CUST0670,000679,P0395,2023-11-12,1
CUST0201,000712,P0394,2023-11-12,1
CUST0763,000721,P0278,2023-11-12,1
CUST0649,000695,P0278,2023-11-13,1
CUST0327,000733,P0230,2023-11-13,1
CUST0670,000685,P0410,2023-11-14,1
CUST0799,000696,P0124,2023-11-14,2
CUST0703,000730,P0247,2023-11-14,1
CUST0892,000735,P0222,2023-11-14,1
CUST0059,000710,P0166,2023-11-15,1
CUST0856,000722,P0280,2023-11-16,1
CUST0689,000740,P0279,2023-11-16,1
CUST0128,000675,P0364,2023-11-17,1
CUST0315,000699,P0315,2023-11-17,2
CUST0970,000701,P0059,2023-11-17,1
CUST0879,000708,P0275,2023-11-17,1
CUST0689,000740,P0342,2023-11-17,1
CUST0016,000727,P0238,2023-11-18,1
CUST0280,000743,P0407,2023-11-18,1
CUST0296,000748,P0250,2023-11-18,1
CUST0799,000750,P0015,2023-11-18,1
CUST0649,000695,P0192,2023-11-19,1
CUST0059,000710,P0158,2023-11-19,3
CUST0850,000717,P0346,2023-11-19,1
CUST0795,000690,P0069,2023-11-20,1
CUST0850,000717,P0214,2023-11-21,1
CUST0009,000765,P0417,2023-11-21,1
CUST0296,000748,P0054,2023-11-22,1
CUST0289,000732,P0381,2023-11-23,1
CUST0763,000734,P0336,2023-11-23,1
CUST0649,000772,P0008,2023-11-23,1
CUST0984,000776,P0192,2023-11-23,1
CUST0726,000763,P0118,2023-11-24,1
CUST0196,000693,P0047,2023-11-25,1
CUST0901,000704,P0396,2023-11-25,1
CUST0850,000717,P0476,2023-11-25,1
CUST0171,000725,P0158,2023-11-25,1
CUST0660,000773,P0217,2023-11-25,1
CUST0660,000773,P0234,2023-11-25,1
CUST0278,000779,P0195,2023-11-25,1
CUST0680,000798,P0083,2023-11-25,2
CUST0892,000735,P0125,2023-11-26,1
CUST0735,000736,P0247,2023-11-26,1
CUST0196,000778,P0007,2023-11-26,1
CUST0278,000779,P0210,2023-11-26,2
CUST0152,000805,P0378,2023-11-26,1
CUST0271,000807,P0163,2023-11-26,1
CUST0892,000735,P0261,2023-11-27,1
CUST0751,000783,P0092,2023-11-27,1
CUST0670,000801,P0419,2023-11-27,1
CUST0136,000761,P0137,2023-11-28,1
CUST0908,000803,P0083,2023-11-28,1
CUST0200,000825,P0443,2023-11-28,3
CUST0651,000837,P0158,2023-11-28,1
CUST0651,000738,P0158,2023-11-29,1
CUST0941,000764,P0410,2023-11-29,1
CUST0255,000806,P0457,2023-11-29,1
CUST0427,000796,P0029,2023-11-30,1
CUST0171,000813,P0079,2023-11-30,1
CUST0674,000829,P0039,2023-11-30,1
CUST0327,000835,P0363,2023-11-30,1
CUST0670,000801,P0316,2023-12-01,1
CUST0059,000710,P0178,2023-12-02,1
CUST0386,000716,P0139,2023-12-02,1
CUST0703,000730,P0158,2023-12-02,1
CUST0152,000824,P0374,2023-12-02,1
CUST0879,000852,P0260,2023-12-02,1
CUST0927,000746,P0233,2023-12-03,1
CUST0083,000812,P0371,2023-12-03,1
CUST0863,000831,P0029,2023-12-03,1
CUST0651,000837,P0404,2023-12-03,1
CUST0422,000842,P0380,2023-12-03,1
CUST0555,000856,P0277,2023-12-03,2
CUST0722,000857,P0372,2023-12-03,1
CUST0196,000778,P0151,2023-12-04,1
CUST0152,000805,P0153,2023-12-04,1
CUST0616,000809,P0374,2023-12-04,1
CUST0884,000811,P0378,2023-12-04,1
CUST0114,000832,P0408,2023-12-04,1
CUST0422,000842,P0395,2023-12-04,1
CUST0422,000842,P0403,2023-12-04,1
CUST0823,000858,P0022,2023-12-04,1
CUST0586,000875,P0230,2023-12-04,1
CUST0586,000875,P0276,2023-12-04,3
CUST0941,000759,P0371,2023-12-05,1
CUST0680,000798,P0347,2023-12-05,1
CUST0171,000813,P0398,2023-12-05,1
CUST0220,000841,P0357,2023-12-05,1
CUST0763,000844,P0288,2023-12-05,1
CUST0879,000852,P0222,2023-12-05,1
CUST0823,000858,P0350,2023-12-05,1
CUST0757,000876,P0325,2023-12-05,1
CUST0083,000812,P0357,2023-12-06,1
CUST0366,000853,P0276,2023-12-06,1
CUST0887,000724,P0048,2023-12-07,1
CUST0296,000748,P0237,2023-12-07,1
CUST0555,000856,P0245,2023-12-07,1
CUST0035,000866,P0413,2023-12-07,1
CUST0157,000867,P0297,2023-12-07,1
CUST0246,000870,P0233,2023-12-07,1
CUST0486,000873,P0268,2023-12-07,1
CUST0011,000766,P0001,2023-12-08,1
CUST0388,000854,P0120,2023-12-08,1
CUST0289,000901,P0298,2023-12-08,2
CUST0386,000902,P0282,2023-12-08,1
CUST0837,000913,P0260,2023-12-08,1
CUST0837,000913,P0249,2023-12-08,1
CUST0892,000735,P0022,2023-12-09,1
CUST0149,000790,P0245,2023-12-09,1
CUST0114,000832,P0229,2023-12-09,1
CUST0196,000880,P0046,2023-12-09,1
CUST0052,000894,P0306,2023-12-09,1
CUST0837,000913,P0209,2023-12-09,1
CUST0722,000857,P0376,2023-12-10,1
CUST0837,000913,P0266,2023-12-10,1
CUST0160,000916,P0197,2023-12-10,1
CUST0365,000917,P0235,2023-12-10,1
CUST0255,000806,P0180,2023-12-11,1
CUST0365,000917,P0315,2023-12-11,1
CUST0768,000810,P0397,2023-12-12,1
CUST0301,000871,P0377,2023-12-12,1
CUST0052,000894,P0333,2023-12-12,1
CUST0551,000904,P0346,2023-12-12,1
CUST0815,000909,P0350,2023-12-12,1
CUST0365,000917,P0195,2023-12-12,1
CUST0795,000907,P0005,2023-12-13,1
CUST0815,000940,P0355,2023-12-13,1
CUST0719,000850,P0443,2023-12-14,1
CUST0486,000862,P0238,2023-12-14,1
CUST0145,000900,P0380,2023-12-14,1
CUST0815,000940,P0226,2023-12-14,1
CUST0949,000948,P0085,2023-12-14,2
CUST0823,000858,P0331,2023-12-15,2
CUST0301,000871,P0370,2023-12-15,1
CUST0815,000909,P0333,2023-12-15,1
CUST0107,000910,P0078,2023-12-15,1
CUST0837,000913,P0225,2023-12-15,1
CUST0640,000928,P0086,2023-12-15,1
CUST0815,000940,P0412,2023-12-15,1
CUST0984,000776,P0158,2023-12-16,2
CUST0388,000854,P0021,2023-12-16,1
CUST0083,000879,P0226,2023-12-16,1
CUST0515,000927,P0269,2023-12-16,1
CUST0879,000947,P0264,2023-12-16,1
CUST0879,000947,P0329,2023-12-16,1
CUST0523,000960,P0068,2023-12-16,1
CUST0481,000966,P0383,2023-12-16,1
CUST0850,000972,P0221,2023-12-16,1
CUST0908,000803,P0124,2023-12-17,1
CUST0287,000814,P0394,2023-12-17,1
