Customer ID,Age,Gender,City,Country,Customer Acquisition Channel,Registration Date
CUST0084,22,Female,Nuremberg,Germany,Direct,2025-03-10
CUST0085,21,Female,Linz,Austria,Paid Search,2023-08-22
CUST0086,20,Female,Dortmund,Germany,Google Ads,2025-07-30
CUST0087,31,Female,Düsseldorf,Germany,Instagram,2025-05-20
CUST0088,22,Female,Hamburg,Germany,Google Ads,2023-04-16
CUST0089,38,Female,Berlin,Germany,Organic Search,2023-07-10
CUST0090,34,Male,Leipzig,Germany,Organic Search,2024-06-21
CUST0091,35,Male,Linz,Austria,Paid Search,2025-06-07
CUST0092,33,Female,Groningen,Netherlands,Paid Search,2024-07-03
CUST0093,45,Female,Bremen,Germany,Direct,2025-05-19
CUST0094,27,Female,Klagenfurt,Austria,Paid Search,2023-01-28
CUST0095,40,Male,Leipzig,Germany,Email,2025-03-17
CUST0096,47,Male,Stuttgart,Germany,Influencer,2023-08-30
CUST0097,26,Male,Groningen,Netherlands,Email,2025-10-23
CUST0098,33,Female,Utrecht,Netherlands,Instagram,2024-01-17
CUST0099,43,Other / Prefer not to say,Graz,Austria,Organic Search,2025-09-13
CUST0100,51,Female,The Hague,Netherlands,Paid Search,2024-12-07
CUST0101,31,Female,Leipzig,Germany,Referral,2025-09-11
CUST0102,32,Female,Salzburg,Austria,Direct,2025-01-26
CUST0103,28,Male,Antwerp,Belgium,Instagram,2024-04-26
CUST0104,38,Female,Innsbruck,Austria,Organic Search,2024-07-26
CUST0105,34,Female,Salzburg,Austria,Organic Search,2024-01-01
CUST0106,34,Female,Groningen,Netherlands,Email,2024-11-10
CUST0107,30,Male,Utrecht,Netherlands,Referral,2023-12-05
CUST0108,38,Female,Bremen,Germany,Organic Search,2025-08-28
CUST0109,35,Female,Nuremberg,Germany,Direct,2024-09-12
CUST0110,31,Other / Prefer not to say,Leipzig,Germany,Email,2024-12-17
CUST0111,43,Male,Salzburg,Austria,Organic Search,2025-05-06
CUST0112,37,Female,Stuttgart,Germany,Paid Search,2024-11-23
CUST0113,36,Male,Leipzig,Germany,Instagram,2024-05-21
CUST0114,26,Female,Düsseldorf,Germany,Paid Search,2023-02-22
CUST0115,29,Male,Eindhoven,Netherlands,Email,2025-01-11
CUST0116,57,Female,Leuven,Belgium,Direct,2024-05-26
CUST0117,34,Male,Haarlem,Netherlands,Email,2025-05-07
CUST0118,27,Other / Prefer not to say,Frankfurt,Germany,Paid Search,2025-08-26
CUST0119,45,Female,Brussels,Belgium,Instagram,2024-12-06
CUST0120,42,Female,Stuttgart,Germany,Referral,2025-01-03
CUST0121,42,Female,Nuremberg,Germany,Influencer,2024-07-08
CUST0122,37,Female,Munich,Germany,Instagram,2025-02-12
CUST0123,28,Female,Hannover,Germany,Referral,2023-02-12
CUST0124,39,Male,Antwerp,Belgium,Influencer,2023-11-18
CUST0125,47,Male,Cologne,Germany,Influencer,2025-07-09
CUST0126,30,Female,Hannover,Germany,Organic Search,2024-11-05
CUST0127,26,Male,Stuttgart,Germany,Instagram,2025-03-25
CUST0128,24,Male,Frankfurt,Germany,Instagram,2023-04-19
CUST0129,19,Male,Cologne,Germany,Influencer,2025-11-06
CUST0130,31,Male,Leuven,Belgium,Influencer,2024-07-01
CUST0131,46,Female,Dortmund,Germany,Email,2024-11-30
CUST0132,51,Female,Bremen,Germany,Instagram,2024-07-30
CUST0133,40,Female,Bremen,Germany,Organic Search,2024-05-10
CUST0134,31,Other / Prefer not to say,Bruges,Belgium,Instagram,2023-03-08
CUST0135,21,Female,Salzburg,Austria,Direct,2024-04-12
CUST0136,39,Female,Brussels,Belgium,Organic Search,2023-08-08
CUST0137,23,Female,Rotterdam,Netherlands,Organic Search,2025-04-30
CUST0138,20,Male,Cologne,Germany,Organic Search,2025-09-22
CUST0139,19,Female,Hannover,Germany,Instagram,2025-08-24
CUST0140,34,Male,Stuttgart,Germany,Organic Search,2025-06-27
CUST0141,33,Male,Hamburg,Germany,Influencer,2023-05-12
CUST0142,27,Male,Stuttgart,Germany,Referral,2025-01-17
CUST0143,18,Female,Dortmund,Germany,Organic Search,2024-03-22
CUST0144,23,Female,Linz,Austria,Facebook,2025-12-01
CUST0145,21,Female,Hannover,Germany,Organic Search,2023-07-12
CUST0146,23,Female,Leipzig,Germany,Instagram,2023-05-29
CUST0147,34,Male,Stuttgart,Germany,Paid Search,2023-11-22
CUST0148,36,Female,Liège,Belgium,Organic Search,2024-06-08
CUST0149,55,Male,The Hague,Netherlands,Paid Search,2023-04-20
CUST0150,43,Male,Vienna,Austria,Google Ads,2023-12-17
CUST0151,43,Female,Leipzig,Germany,Facebook,2023-11-05
CUST0152,36,Male,Amsterdam,Netherlands,Direct,2023-07-30
CUST0153,48,Female,Salzburg,Austria,Instagram,2025-08-07
CUST0154,57,Male,Frankfurt,Germany,Paid Search,2025-03-18
CUST0155,31,Male,The Hague,Netherlands,Instagram,2023-07-29
CUST0156,55,Female,Cologne,Germany,Organic Search,2025-04-17
CUST0157,27,Male,Hannover,Germany,Paid Search,2023-08-24
CUST0158,43,Female,Brussels,Belgium,Instagram,2024-12-19
CUST0159,41,Female,Bremen,Germany,Organic Search,2025-02-04
CUST0160,59,Male,Brussels,Belgium,Email,2023-01-03
CUST0161,47,Other / Prefer not to say,Frankfurt,Germany,Google Ads,2023-09-09
CUST0162,31,Female,Bruges,Belgium,Instagram,2024-01-15
CUST0163,26,Female,Graz,Austria,Instagram,2024-08-26
CUST0164,30,Female,Salzburg,Austria,Email,2023-07-30
CUST0165,35,Female,Rotterdam,Netherlands,Instagram,2023-10-20
CUST0166,34,Male,Ghent,Belgium,Organic Search,2024-05-31
CUST0167,31,Male,Munich,Germany,Influencer,2024-04-10
CUST0168,24,Female,Eindhoven,Netherlands,Organic Search,2024-02-08
CUST0169,25,Female,Stuttgart,Germany,Instagram,2023-12-11
CUST0170,47,Male,Haarlem,Netherlands,Influencer,2025-01-13
CUST0171,28,Female,Frankfurt,Germany,Instagram,2023-11-08
CUST0172,21,Male,The Hague,Netherlands,Email,2025-01-04
CUST0173,28,Female,Nuremberg,Germany,Instagram,2024-09-13
CUST0174,28,Female,Dortmund,Germany,Email,2025-01-17
CUST0175,32,Male,Frankfurt,Germany,Paid Search,2025-01-08
CUST0176,26,Male,Utrecht,Netherlands,Influencer,2024-08-06
CUST0177,31,Male,Stuttgart,Germany,Influencer,2025-02-25
CUST0178,26,Male,Eindhoven,Netherlands,Google Ads,2025-01-09
CUST0179,34,Other / Prefer not to say,Frankfurt,Germany,Paid Search,2025-04-03
CUST0180,39,Female,Stuttgart,Germany,Direct,2024-11-25
CUST0181,27,Female,Munich,Germany,Facebook,2025-01-10
CUST0182,36,Female,Nuremberg,Germany,Organic Search,2024-06-09
CUST0183,38,Female,Hamburg,Germany,Google Ads,2025-09-20
CUST0184,33,Female,Ghent,Belgium,Facebook,2024-02-12
CUST0185,30,Male,Stuttgart,Germany,Paid Search,2025-12-11
CUST0186,39,Female,Leipzig,Germany,Google Ads,2024-11-25
CUST0187,28,Female,Klagenfurt,Austria,Google Ads,2023-05-06
CUST0188,27,Male,Klagenfurt,Austria,Instagram,2024-12-09
CUST0189,19,Male,Amsterdam,Netherlands,Email,2023-04-19
CUST0190,25,Female,Tilburg,Netherlands,Direct,2025-11-29
CUST0191,21,Male,Eindhoven,Netherlands,Organic Search,2023-05-10
CUST0192,35,Male,Innsbruck,Austria,Referral,2025-12-16
CUST0193,25,Female,Munich,Germany,Influencer,2024-04-25
CUST0194,63,Male,Brussels,Belgium,Organic Search,2023-01-15
CUST0195,33,Female,Antwerp,Belgium,Google Ads,2024-07-09
CUST0196,48,Female,Ghent,Belgium,Referral,2023-10-30
CUST0197,37,Female,Salzburg,Austria,Referral,2025-09-23
CUST0198,44,Female,Antwerp,Belgium,Referral,2024-10-30
CUST0199,35,Female,Linz,Austria,Instagram,2023-08-09
CUST0200,37,Male,Bruges,Belgium,Instagram,2023-09-21
CUST0201,25,Female,Hannover,Germany,Facebook,2023-11-04
CUST0202,26,Female,Klagenfurt,Austria,Facebook,2024-03-19
CUST0203,41,Other / Prefer not to say,Munich,Germany,Facebook,2024-01-16
CUST0204,25,Female,Ghent,Belgium,Facebook,2025-08-30
CUST0205,35,Female,Stuttgart,Germany,Email,2023-11-18
CUST0206,27,Male,Bruges,Belgium,Referral,2025-07-15
CUST0207,43,Female,Cologne,Germany,Email,2024-07-28
CUST0208,26,Male,Eindhoven,Netherlands,Paid Search,2024-09-11
CUST0209,53,Male,Eindhoven,Netherlands,Email,2024-10-02
CUST0210,43,Male,Bruges,Belgium,Facebook,2025-02-19
CUST0211,31,Male,Munich,Germany,Referral,2024-12-23
CUST0212,41,Female,Leuven,Belgium,Referral,2025-01-08
CUST0213,47,Female,Ghent,Belgium,Email,2023-09-07
CUST0214,27,Female,Bremen,Germany,Paid Search,2024-06-29
CUST0215,28,Female,Hamburg,Germany,Instagram,2023-08-10
CUST0216,23,Other / Prefer not to say,Groningen,Netherlands,Influencer,2025-11-25
CUST0217,61,Male,Hannover,Germany,Paid Search,2023-12-14
CUST0218,48,Female,Cologne,Germany,Google Ads,2024-10-02
CUST0219,45,Male,Vienna,Austria,Facebook,2025-05-21
CUST0220,46,Female,Bremen,Germany,Organic Search,2023-05-18
CUST0221,26,Other / Prefer not to say,Klagenfurt,Austria,Paid Search,2025-07-14
CUST0222,28,Male,Bruges,Belgium,Direct,2024-07-14
CUST0223,59,Female,Eindhoven,Netherlands,Email,2024-12-07
CUST0224,34,Female,Dortmund,Germany,Organic Search,2024-11-09
CUST0225,57,Female,Frankfurt,Germany,Google Ads,2024-02-16
CUST0226,19,Female,Hamburg,Germany,Referral,2025-03-21
CUST0227,39,Female,Nuremberg,Germany,Organic Search,2025-02-24
CUST0228,33,Female,Hannover,Germany,Paid Search,2025-12-01
CUST0229,35,Male,Haarlem,Netherlands,Organic Search,2024-07-17
CUST0230,56,Female,Dortmund,Germany,Organic Search,2025-12-11
CUST0231,30,Female,Nuremberg,Germany,Instagram,2025-09-08
CUST0232,20,Female,Amsterdam,Netherlands,Email,2024-07-04
CUST0233,21,Female,Stuttgart,Germany,Paid Search,2025-01-30
CUST0234,34,Male,Cologne,Germany,Instagram,2025-12-11
CUST0235,38,Female,Leipzig,Germany,Referral,2024-07-09
CUST0236,24,Male,Klagenfurt,Austria,Direct,2024-07-23
CUST0237,35,Female,Nuremberg,Germany,Paid Search,2024-11-20
CUST0238,44,Female,Leuven,Belgium,Paid Search,2023-02-07
CUST0239,45,Male,Leipzig,Germany,Email,2024-09-23
CUST0240,38,Female,Bremen,Germany,Facebook,2025-07-21
CUST0241,33,Male,Stuttgart,Germany,Email,2025-11-02
CUST0242,50,Male,Bruges,Belgium,Organic Search,2023-04-28
CUST0243,30,Female,Groningen,Netherlands,Referral,2025-03-03
CUST0244,37,Female,Tilburg,Netherlands,Organic Search,2024-11-05
CUST0245,51,Female,The Hague,Netherlands,Organic Search,2024-04-07
CUST0246,28,Female,Eindhoven,Netherlands,Google Ads,2023-02-24
CUST0247,33,Male,Vienna,Austria,Influencer,2024-07-02
CUST0248,45,Male,Dortmund,Germany,Organic Search,2023-05-08
CUST0249,24,Female,Leipzig,Germany,Direct,2025-06-09
CUST0250,33,Male,Liège,Belgium,Organic Search,2024-11-19
CUST0251,30,Other / Prefer not to say,Leipzig,Germany,Influencer,2024-12-06
CUST0252,55,Male,Stuttgart,Germany,Influencer,2023-07-15
CUST0253,21,Female,Munich,Germany,Organic Search,2023-12-10
CUST0254,34,Male,Klagenfurt,Austria,Instagram,2024-10-31
CUST0255,38,Male,Bremen,Germany,Influencer,2023-11-22
CUST0256,37,Male,Dortmund,Germany,Instagram,2025-05-14
CUST0257,34,Female,The Hague,Netherlands,Instagram,2025-12-17
CUST0258,26,Male,Munich,Germany,Paid Search,2025-04-14
CUST0259,51,Female,Klagenfurt,Austria,Facebook,2023-04-13
CUST0260,50,Male,Bruges,Belgium,Direct,2023-01-22
CUST0261,20,Female,Leuven,Belgium,Google Ads,2024-06-18
CUST0262,24,Female,Brussels,Belgium,Influencer,2025-04-05
CUST0263,35,Male,Vienna,Austria,Organic Search,2024-06-27
CUST0264,25,Female,Frankfurt,Germany,Organic Search,2025-09-27
CUST0265,49,Female,Groningen,Netherlands,Direct,2024-09-30
CUST0266,29,Female,Hannover,Germany,Influencer,2023-12-17
CUST0267,25,Female,Utrecht,Netherlands,Paid Search,2024-11-10
CUST0268,34,Male,Brussels,Belgium,Influencer,2024-07-24
CUST0269,39,Female,Düsseldorf,Germany,Direct,2024-03-19
CUST0270,30,Female,Hannover,Germany,Organic Search,2025-06-28
CUST0271,21,Male,Bruges,Belgium,Instagram,2023-11-22
CUST0272,40,Female,Amsterdam,Netherlands,Direct,2025-04-12
CUST0273,45,Female,Utrecht,Netherlands,Organic Search,2025-03-12
CUST0274,29,Female,Nuremberg,Germany,Organic Search,2025-06-25
CUST0275,31,Female,Munich,Germany,Direct,2025-10-30
CUST0276,28,Male,Munich,Germany,Instagram,2024-04-25
CUST0277,30,Female,Innsbruck,Austria,Google Ads,2025-07-12
CUST0278,51,Female,Linz,Austria,Facebook,2023-08-20
CUST0279,40,Female,Leipzig,Germany,Organic Search,2023-01-17
CUST0280,36,Female,Antwerp,Belgium,Referral,2023-01-08
CUST0281,56,Male,Berlin,Germany,Paid Search,2025-07-10
CUST0282,35,Male,Haarlem,Netherlands,Google Ads,2025-12-16
CUST0283,27,Male,Frankfurt,Germany,Organic Search,2023-06-25
CUST0284,55,Male,Vienna,Austria,Organic Search,2023-10-19
CUST0285,57,Female,Vienna,Austria,Organic Search,2023-12-19
CUST0286,35,Female,Nuremberg,Germany,Paid Search,2025-12-15
CUST0287,30,Female,Amsterdam,Netherlands,Influencer,2023-07-04
CUST0288,37,Female,Frankfurt,Germany,Organic Search,2024-02-14
CUST0289,29,Female,Leuven,Belgium,Organic Search,2023-11-01
CUST0290,33,Male,Dortmund,Germany,Instagram,2025-01-13
CUST0291,34,Female,Linz,Austria,Direct,2023-11-25
CUST0292,31,Male,Düsseldorf,Germany,Instagram,2024-04-01
CUST0293,27,Male,Bremen,Germany,Google Ads,2023-01-29
CUST0294,27,Male,Düsseldorf,Germany,Referral,2025-01-10
CUST0295,27,Female,Klagenfurt,Austria,Email,2024-08-27
CUST0296,38,Female,Düsseldorf,Germany,Influencer,2023-01-04
CUST0297,25,Male,Berlin,Germany,Email,2023-10-26
CUST0298,40,Other / Prefer not to say,Amsterdam,Netherlands,Instagram,2025-01-26
CUST0299,41,Female,Hannover,Germany,Direct,2025-04-07
CUST0300,38,Female,The Hague,Netherlands,Facebook,2025-05-31
CUST0301,32,Female,Hamburg,Germany,Instagram,2023-06-25
CUST0302,59,Female,Stuttgart,Germany,Instagram,2025-11-09
CUST0303,26,Male,Vienna,Austria,Google Ads,2024-07-31
CUST0304,52,Male,Berlin,Germany,Referral,2023-03-11
CUST0305,33,Male,Linz,Austria,Email,2023-01-15
CUST0306,31,Male,Graz,Austria,Google Ads,2023-07-22
CUST0307,26,Male,Berlin,Germany,Referral,2024-10-29
CUST0308,18,Female,Stuttgart,Germany,Google Ads,2025-05-09
CUST0309,21,Other / Prefer not to say,Brussels,Belgium,Paid Search,2023-12-28
CUST0310,43,Female,Hannover,Germany,Referral,2025-06-11
CUST0311,36,Other / Prefer not to say,Brussels,Belgium,Referral,2025-08-08
CUST0312,38,Male,Rotterdam,Netherlands,Paid Search,2024-01-19
CUST0313,52,Male,Frankfurt,Germany,Organic Search,2024-09-25
CUST0314,20,Male,Leipzig,Germany,Organic Search,2023-07-25
CUST0315,45,Male,Nuremberg,Germany,Google Ads,2023-06-30
CUST0316,34,Male,Düsseldorf,Germany,Instagram,2023-10-04
CUST0317,29,Female,Hannover,Germany,Instagram,2024-03-08
CUST0318,41,Female,Utrecht,Netherlands,Direct,2023-06-12
CUST0319,20,Female,Vienna,Austria,Paid Search,2023-01-15
CUST0320,27,Female,Stuttgart,Germany,Influencer,2025-06-07
CUST0321,18,Female,Nuremberg,Germany,Instagram,2025-11-16
CUST0322,29,Female,Eindhoven,Netherlands,Organic Search,2024-12-19
CUST0323,48,Female,Düsseldorf,Germany,Organic Search,2024-11-19
CUST0324,24,Female,Frankfurt,Germany,Organic Search,2024-08-03
CUST0325,27,Female,Hamburg,Germany,Instagram,2024-07-10
CUST0326,37,Female,Ghent,Belgium,Instagram,2023-05-30
CUST0327,29,Male,Düsseldorf,Germany,Referral,2023-01-14
CUST0328,32,Female,Berlin,Germany,Influencer,2023-06-05
CUST0329,24,Female,Munich,Germany,Facebook,2024-10-06
CUST0330,31,Female,Hamburg,Germany,Organic Search,2023-11-21
CUST0331,35,Female,Klagenfurt,Austria,Paid Search,2024-10-04
CUST0332,28,Female,Cologne,Germany,Email,2024-07-14
CUST0333,31,Female,Leipzig,Germany,Email,2024-06-01
CUST0334,49,Female,Stuttgart,Germany,Organic Search,2024-06-24
CUST0335,26,Male,Leuven,Belgium,Influencer,2025-04-20
CUST0336,38,Male,Dortmund,Germany,Referral,2024-08-08
CUST0337,26,Male,Groningen,Netherlands,Instagram,2024-08-05
CUST0338,32,Female,Bruges,Belgium,Influencer,2025-07-06
CUST0339,60,Female,Vienna,Austria,Organic Search,2024-02-10
CUST0340,56,Female,Linz,Austria,Direct,2023-05-18
CUST0341,36,Female,Klagenfurt,Austria,Instagram,2024-09-02
CUST0342,24,Female,Cologne,Germany,Google Ads,2025-05-28
CUST0343,20,Female,Antwerp,Belgium,Influencer,2025-04-11
CUST0344,48,Female,Berlin,Germany,Paid Search,2024-09-06
CUST0345,27,Female,Dortmund,Germany,Facebook,2024-06-18
CUST0346,45,Female,Frankfurt,Germany,Direct,2023-01-27
CUST0347,41,Female,Utrecht,Netherlands,Paid Search,2025-05-31
CUST0348,29,Male,Stuttgart,Germany,Influencer,2024-08-30
CUST0349,39,Female,Stuttgart,Germany,Instagram,2024-05-10
CUST0350,36,Female,Bruges,Belgium,Referral,2025-07-23
CUST0351,52,Male,Vienna,Austria,Email,2025-04-20
CUST0352,20,Female,Rotterdam,Netherlands,Google Ads,2023-05-24
CUST0353,41,Male,The Hague,Netherlands,Organic Search,2024-04-14
CUST0354,60,Male,Haarlem,Netherlands,Instagram,2025-12-03
CUST0355,50,Male,Ghent,Belgium,Facebook,2023-05-02
CUST0356,37,Male,Brussels,Belgium,Influencer,2024-08-10
CUST0357,36,Female,Eindhoven,Netherlands,Paid Search,2024-07-15
CUST0358,25,Female,Stuttgart,Germany,Email,2023-09-25
CUST0359,35,Female,Leipzig,Germany,Facebook,2024-02-03
CUST0360,52,Female,Munich,Germany,Paid Search,2023-08-17
CUST0361,33,Male,Cologne,Germany,Organic Search,2024-11-14
CUST0362,35,Female,Düsseldorf,Germany,Email,2023-06-16
CUST0363,27,Female,Vienna,Austria,Influencer,2024-03-06
CUST0364,34,Female,Linz,Austria,Instagram,2023-04-30
CUST0365,40,Female,Munich,Germany,Direct,2023-07-25
CUST0366,48,Male,Klagenfurt,Austria,Influencer,2023-07-09
CUST0367,32,Male,Bremen,Germany,Paid Search,2024-04-13
CUST0368,30,Male,Haarlem,Netherlands,Google Ads,2024-06-10
CUST0369,33,Female,Hamburg,Germany,Organic Search,2024-12-14
CUST0370,41,Female,Groningen,Netherlands,Google Ads,2025-02-04
CUST0371,24,Female,Tilburg,Netherlands,Paid Search,2025-10-29
CUST0372,22,Female,Berlin,Germany,Email,2024-01-18
CUST0373,34,Male,Düsseldorf,Germany,Paid Search,2024-02-22
CUST0374,41,Male,Salzburg,Austria,Instagram,2024-11-24
CUST0375,36,Female,Cologne,Germany,Email,2024-10-24
CUST0376,46,Other / Prefer not to say,Liège,Belgium,Instagram,2024-06-28
CUST0377,26,Female,Salzburg,Austria,Google Ads,2024-06-26
CUST0378,29,Male,Vienna,Austria,Instagram,2023-12-10
CUST0379,40,Male,Düsseldorf,Germany,Facebook,2023-12-20
CUST0380,37,Male,Düsseldorf,Germany,Instagram,2024-03-29
CUST0381,25,Female,Dortmund,Germany,Paid Search,2023-07-15
CUST0382,24,Female,Innsbruck,Austria,Influencer,2023-05-26
CUST0383,33,Female,Hamburg,Germany,Email,2025-08-02
CUST0384,36,Female,Hamburg,Germany,Instagram,2025-01-23
CUST0385,38,Female,The Hague,Netherlands,Facebook,2023-01-22
CUST0386,21,Female,Rotterdam,Netherlands,Organic Search,2023-05-17
CUST0387,34,Female,Ghent,Belgium,Influencer,2024-01-14
CUST0388,21,Male,Vienna,Austria,Google Ads,2023-05-28
CUST0389,26,Female,Brussels,Belgium,Referral,2023-10-04
CUST0390,28,Female,The Hague,Netherlands,Paid Search,2025-06-09
CUST0391,51,Male,Frankfurt,Germany,Instagram,2025-04-27
CUST0392,32,Male,Nuremberg,Germany,Direct,2024-09-12
CUST0393,18,Female,Leipzig,Germany,Direct,2025-08-18
CUST0394,45,Female,Hannover,Germany,Organic Search,2023-06-30
CUST0395,26,Female,Antwerp,Belgium,Instagram,2024-11-11
CUST0396,30,Female,Berlin,Germany,Organic Search,2025-12-17
CUST0397,33,Male,Stuttgart,Germany,Paid Search,2025-01-13
CUST0398,26,Female,Düsseldorf,Germany,Direct,2023-04-19
CUST0399,37,Male,Groningen,Netherlands,Organic Search,2023-05-21
CUST0400,31,Female,Dortmund,Germany,Instagram,2024-03-08
CUST0401,21,Female,Groningen,Netherlands,Influencer,2025-01-21
CUST0402,25,Female,Ghent,Belgium,Instagram,2024-07-04
CUST0403,33,Female,Eindhoven,Netherlands,Influencer,2024-04-02
CUST0404,30,Male,Antwerp,Belgium,Influencer,2024-01-15
CUST0405,26,Female,Utrecht,Netherlands,Direct,2025-07-11
CUST0406,31,Male,Brussels,Belgium,Paid Search,2024-07-31
CUST0407,41,Female,Innsbruck,Austria,Google Ads,2024-10-20
CUST0408,65,Female,Rotterdam,Netherlands,Paid Search,2025-03-02
CUST0409,34,Female,Leipzig,Germany,Paid Search,2025-11-27
CUST0410,49,Male,Amsterdam,Netherlands,Instagram,2025-07-27
CUST0411,28,Male,Brussels,Belgium,Instagram,2025-06-29
CUST0412,30,Male,Munich,Germany,Influencer,2024-06-20
